Num,Foldername,Kor
4098,NIA_SL_SEN1112_REAL03,엘리베이터 사용 안되다 불가능
4099,NIA_SL_SEN0560_REAL03,우회전 맞다
4100,NIA_SL_SEN0759_REAL03,건너다
4102,NIA_SL_SEN1525_REAL03,119 곳 다음 차내리다
4103,NIA_SL_SEN0122_REAL03,1호 갈아타다 목적 곳곳
4104,NIA_SL_SEN1708_REAL03,대로 다음 도착 차내리다
4105,NIA_SL_SEN0649_REAL03,손바닥찍다 가다 내리다
4107,NIA_SL_SEN0919_REAL03,난방 켜다
4108,NIA_SL_SEN0842_REAL03,시청 차내리다 오케이
4109,NIA_SL_SEN1136_REAL03,자판기 잘 안되다 죽다
4110,NIA_SL_SEN1581_REAL03,은행 다음 여기
4112,NIA_SL_SEN0129_REAL03,시간 지연되다 5분
4113,NIA_SL_SEN1122_REAL03,물품보관 사용 불가능
4114,NIA_SL_SEN0487_REAL03,다르다 카드
4115,NIA_SL_SEN1962_REAL03,반지 잃어버리다
4117,NIA_SL_SEN1912_REAL03,유턴 맞다
4118,NIA_SL_SEN0397_REAL03,도착 곳 알려받다
4119,NIA_SL_SEN0245_REAL03,종로 가다 방법
4120,NIA_SL_SEN1676_REAL03,버스 곳 저기 다음 곳
4122,NIA_SL_SEN1685_REAL03,119 곳 다음 차내리다
4123,NIA_SL_SEN0572_REAL03,나사렛 가다
4124,NIA_SL_SEN1863_REAL03,사진기 잃어버리다
4125,NIA_SL_SEN0325_REAL03,지하철 곳 카페 있다
4127,NIA_SL_SEN0797_REAL03,지금 내리다 맞다
4128,NIA_SL_SEN1124_REAL03,물품보관 고장 죽다
4129,NIA_SL_SEN0061_REAL03,돈 계산 잘못하다
4130,NIA_SL_SEN0342_REAL03,지하철 몇호
4132,NIA_SL_SEN0008_REAL03,저기
4133,NIA_SL_SEN0756_REAL03,버스 곳 내리다 맞다
4134,NIA_SL_SEN1195_REAL03,버스 전 곳 저기 도착 차내리다
4135,NIA_SL_SEN1917_REAL03,차밀리다 기다리다
4137,NIA_SL_SEN0909_REAL03,에어컨 켜다
4138,NIA_SL_SEN0825_REAL03,건너다 차내리다
4139,NIA_SL_SEN1245_REAL03,택시 전 저기 곳 도착 차내리다
4140,NIA_SL_SEN1538_REAL03,사거리 다음 도착 차내리다
4142,NIA_SL_SEN1875_REAL03,가방 잃어버리다 실종
4143,NIA_SL_SEN1761_REAL03,편지 다음 여기
4144,NIA_SL_SEN0823_REAL03,건너다 내리다
4145,NIA_SL_SEN0415_REAL03,명동 가다
4147,NIA_SL_SEN1358_REAL03,서울대학교 목적 가다 길 가다 방법
4148,NIA_SL_SEN1507_REAL03,샛길 저기 다음 도착 내리다
4149,NIA_SL_SEN1668_REAL03,샛길 저기 다음 도착 내리다
4150,NIA_SL_SEN0085_REAL03,여기 기차 되다
4152,NIA_SL_SEN0043_REAL03,밤 12시 후 돈 추가
4153,NIA_SL_SEN0140_REAL03,약 가깝다
4154,NIA_SL_SEN1225_REAL03,스타벅스 전 곳 도착 내리다
4155,NIA_SL_SEN0417_REAL03,명동 내리다
4157,NIA_SL_SEN0086_REAL03,여기 기차 되다
4158,NIA_SL_SEN0753_REAL03,버스 곳 차내리다 맞다
4159,NIA_SL_SEN1974_REAL03,노트북 찾다 실종
4160,NIA_SL_SEN0526_REAL03,영수증
4162,NIA_SL_SEN1049_REAL03,계단 곳 무엇
4163,NIA_SL_SEN0651_REAL03,공항 내리다 가다
4164,NIA_SL_SEN1881_REAL03,아이 찾다 실종
4165,NIA_SL_SEN0436_REAL03,신호등 전 차내리다
4167,NIA_SL_SEN1261_REAL03,맥도날드 보다 다음 저기 곳 내리다
4168,NIA_SL_SEN1038_REAL03,회의실 무엇 곳
4169,NIA_SL_SEN0225_REAL03,신호등 곳 차내리다
4170,NIA_SL_SEN0362_REAL03,여기 내리다 맞다
4172,NIA_SL_SEN0437_REAL03,신호등 전 차내리다
4173,NIA_SL_SEN0923_REAL03,한국농아인협회 가다
4174,NIA_SL_SEN0131_REAL03,도착 아직
4175,NIA_SL_SEN1107_REAL03,난방 사용 안되다 불가능
4177,NIA_SL_SEN0679_REAL03,나사렛 가다 내리다
4178,NIA_SL_SEN0732_REAL03,저기 내리다 맞다
4179,NIA_SL_SEN0425_REAL03,여기 맞다
4180,NIA_SL_SEN1052_REAL03,계단 뼈곳
4182,NIA_SL_SEN1658_REAL03,병원 저기 다음 도착 내리다
4183,NIA_SL_SEN1645_REAL03,군청 곳 다음 곳
4184,NIA_SL_SEN1539_REAL03,사거리 다음 도착 차내리다
4185,NIA_SL_SEN1925_REAL03,차밀리다 괜찮다
4187,NIA_SL_SEN1529_REAL03,119 곳 저기 다음 도착 차내리다
4188,NIA_SL_SEN0471_REAL03,지갑 잃어버리다 없다
4189,NIA_SL_SEN1855_REAL03,좌회전 확인 맞다
4190,NIA_SL_SEN1660_REAL03,병원 저기 다음 도착 차내리다
4192,NIA_SL_SEN0917_REAL03,따뜻하다 켜다
4193,NIA_SL_SEN0509_REAL03,차 올리다
4194,NIA_SL_SEN1826_REAL03,우회전 맞다
4195,NIA_SL_SEN1731_REAL03,언덕 다음 여기
4197,NIA_SL_SEN1771_REAL03,맞다
4198,NIA_SL_SEN0346_REAL03,지하철 안 에어컨 냄새
4199,NIA_SL_SEN1959_REAL03,시계 사라지다 실종
4200,NIA_SL_SEN1739_REAL03,언덕 저기 곳 다음 도착 차내리다
4202,NIA_SL_SEN0402_REAL03,내리다 시간 알려주다
4203,NIA_SL_SEN0866_REAL03,한국농아인협회 차내리다
4204,NIA_SL_SEN1900_REAL03,핸드폰 실종 잃어버리다
4205,NIA_SL_SEN1774_REAL03,알다
4207,NIA_SL_SEN0419_REAL03,명동 차내리다
4208,NIA_SL_SEN1523_REAL03,119 곳 다음 내리다
4209,NIA_SL_SEN1729_REAL03,보건소 곳 다음 도착 차내리다
4210,NIA_SL_SEN1651_REAL03,병원 다음 여기
4212,NIA_SL_SEN0864_REAL03,한국농아인협회 내리다
4213,NIA_SL_SEN0590_REAL03,응급실 가다
4214,NIA_SL_SEN1094_REAL03,카드 사용 잘 안되다
4215,NIA_SL_SEN1087_REAL03,카드 사용 안되다 고장
4217,NIA_SL_SEN0024_REAL03,그남자 맞다
4218,NIA_SL_SEN1199_REAL03,버스 곳 전 보다 차내리다
4219,NIA_SL_SEN0936_REAL03,서울농아인협회 내리다
4220,NIA_SL_SEN0562_REAL03,유턴 맞다
4222,NIA_SL_SEN1544_REAL03,대로 다음 차내리다
4223,NIA_SL_SEN0654_REAL03,공항 차내리다 가다
4224,NIA_SL_SEN0827_REAL03,건너다 차두다
4225,NIA_SL_SEN0994_REAL03,엘리베이터 무엇
4227,NIA_SL_SEN1376_REAL03,송파 지하철 찾다 길 가다 방법
4228,NIA_SL_SEN1760_REAL03,경찰 저기 곳 다음 도착 차내리다
4229,NIA_SL_SEN1249_REAL03,맥도날드 보다 곳 다음 차내리다
4230,NIA_SL_SEN0760_REAL03,건너다 내리다
4232,NIA_SL_SEN1439_REAL03,이화여대 곳 목적 길 무엇
4233,NIA_SL_SEN0959_REAL03,청음회관 도착
4234,NIA_SL_SEN0263_REAL03,지금 내리다
4235,NIA_SL_SEN0145_REAL03,없다
4237,NIA_SL_SEN1985_REAL03,접근 도착 되다
4238,NIA_SL_SEN1798_REAL03,열쇠 사라지다 실종
4239,NIA_SL_SEN1907_REAL03,유턴 맞다
4240,NIA_SL_SEN1795_REAL03,열쇠 실종
4242,NIA_SL_SEN0849_REAL03,나사렛 가다
4243,NIA_SL_SEN0121_REAL03,1호 갈아타다 목적
4244,NIA_SL_SEN0556_REAL03,우회전 확인 맞다
4245,NIA_SL_SEN0502_REAL03,유리 내리다
4247,NIA_SL_SEN1663_REAL03,샛길 다음 내리다
4248,NIA_SL_SEN0644_REAL03,손바닥찍다 차내리다 가다
4249,NIA_SL_SEN0559_REAL03,우회전 맞다
4250,NIA_SL_SEN0721_REAL03,나사렛 전 차내리다
4252,NIA_SL_SEN0007_REAL03,저기
4253,NIA_SL_SEN0376_REAL03,도착 1시간 전
4254,NIA_SL_SEN1356_REAL03,서울대학교 가다 원하다 길 가다 방법
4255,NIA_SL_SEN1914_REAL03,유턴 맞다
4257,NIA_SL_SEN1778_REAL03,가방 없다 잃어버리다
4258,NIA_SL_SEN1856_REAL03,좌회전 확인 맞다
4259,NIA_SL_SEN0057_REAL03,돈받다
4260,NIA_SL_SEN0124_REAL03,9호 갈아타다 목적 곳곳
4262,NIA_SL_SEN1728_REAL03,보건소 곳 다음 도착 차내리다
4263,NIA_SL_SEN1456_REAL03,종로 곳 가다 길 방법
4264,NIA_SL_SEN1274_REAL03,백화점 다음 곳 저기 도착 내리다
4265,NIA_SL_SEN0183_REAL03,실수하다
4267,NIA_SL_SEN0296_REAL03,지하철 문 틈 이어폰 떨어지다
4268,NIA_SL_SEN1547_REAL03,대로 다음 도착 내리다
4269,NIA_SL_SEN1267_REAL03,열쇠 잃어버리다 실종
4270,NIA_SL_SEN1309_REAL03,파리바게트 다음 곳 저기
4272,NIA_SL_SEN0963_REAL03,천안아산역 가다
4273,NIA_SL_SEN1672_REAL03,버스 곳 다음 내리다
4274,NIA_SL_SEN0334_REAL03,1호 첫차 시간
4275,NIA_SL_SEN0632_REAL03,명동 가다
4277,NIA_SL_SEN1093_REAL03,카드 고장 잘 안되다
4278,NIA_SL_SEN0574_REAL03,나사렛 내리다
4279,NIA_SL_SEN0987_REAL03,청음회관 차내리다
4280,NIA_SL_SEN0678_REAL03,나사렛 곳 가다
4282,NIA_SL_SEN1922_REAL03,차밀리다 기다리다
4283,NIA_SL_SEN0359_REAL03,여기 내리다 맞다
4284,NIA_SL_SEN0133_REAL03,있다
4285,NIA_SL_SEN0337_REAL03,이름 무엇
4287,NIA_SL_SEN0588_REAL03,응급실 목적
4288,NIA_SL_SEN0288_REAL03,어지럽다 쓰러지다
4289,NIA_SL_SEN0860_REAL03,차 엉덩이 트렁크열다
4290,NIA_SL_SEN1162_REAL03,에어컨 불량 잘 안되다
4292,NIA_SL_SEN0023_REAL03,그남자 맞다
4293,NIA_SL_SEN0259_REAL03,계산 남다 돈받다
4294,NIA_SL_SEN1002_REAL03,약 곳 무엇
4295,NIA_SL_SEN0938_REAL03,서울농아인협회 차내리다
4297,NIA_SL_SEN1387_REAL03,여의도 가다 원하다 방법
4298,NIA_SL_SEN0377_REAL03,도착 1시간 전
4299,NIA_SL_SEN0597_REAL03,손바닥찍다 도착
4300,NIA_SL_SEN0190_REAL03,좋다
4302,NIA_SL_SEN1505_REAL03,샛길 다음 차내리다
4303,NIA_SL_SEN0618_REAL03,고속터미널 가다 내리다
4304,NIA_SL_SEN0903_REAL03,에어컨 켜다
4305,NIA_SL_SEN1591_REAL03,경찰 곳 다음 여기
4307,NIA_SL_SEN0389_REAL03,엘리베이터 안내하다 도와주다
4308,NIA_SL_SEN1096_REAL03,카드 고장 사용 안되다
4309,NIA_SL_SEN0348_REAL03,불편하다 신고 곳
4310,NIA_SL_SEN1725_REAL03,보건소 곳 다음
4312,NIA_SL_SEN1360_REAL03,서울대학교 길 찾다 무엇
4313,NIA_SL_SEN1403_REAL03,영등포 곳 찾다 방법 무엇
4314,NIA_SL_SEN1278_REAL03,백화점 곳 다음 보다 내리다
4315,NIA_SL_SEN1448_REAL03,종로 찾다 가다 방법 무엇
4317,NIA_SL_SEN0596_REAL03,손바닥찍다 차내리다
4318,NIA_SL_SEN1069_REAL03,공기청정기 고장 불량
4319,NIA_SL_SEN1950_REAL03,영수증 원하다
4320,NIA_SL_SEN1510_REAL03,샛길 저기 다음 도착 차내리다
4322,NIA_SL_SEN1102_REAL03,에어컨 불량 잘 안되다
4323,NIA_SL_SEN1490_REAL03,군청 곳 다음 여기
4324,NIA_SL_SEN0161_REAL03,도착 알려주다
4325,NIA_SL_SEN0500_REAL03,뒤 엉덩이 들어올리다
4327,NIA_SL_SEN1643_REAL03,군청 곳 다음 차내리다
4328,NIA_SL_SEN1982_REAL03,빨리 접근 되다
4329,NIA_SL_SEN1588_REAL03,은행 저기 곳 다음 도착 내리다
4330,NIA_SL_SEN1721_REAL03,보건소 곳 다음 내리다
4332,NIA_SL_SEN0986_REAL03,청음회관 차내리다
4333,NIA_SL_SEN0850_REAL03,나사렛 내리다 오케이
4334,NIA_SL_SEN0640_REAL03,명동 가다
4335,NIA_SL_SEN1854_REAL03,좌회전 확인 맞다
4337,NIA_SL_SEN0620_REAL03,고속터미널 가다 차내리다
4338,NIA_SL_SEN0676_REAL03,학교 안 도착
4339,NIA_SL_SEN0794_REAL03,지금 내리다 맞다
4340,NIA_SL_SEN0142_REAL03,택시 곳 가깝다
4342,NIA_SL_SEN1316_REAL03,파리바게트 다음 저기 도착 내리다
4343,NIA_SL_SEN1592_REAL03,경찰 저기 곳 다음 내리다
4344,NIA_SL_SEN0001_REAL03,왼쪽
4345,NIA_SL_SEN0531_REAL03,영수증 받다
4347,NIA_SL_SEN0414_REAL03,명동 가다
4348,NIA_SL_SEN0735_REAL03,저기 내리다 맞다
4349,NIA_SL_SEN1994_REAL03,보청기 잃어버리다
4350,NIA_SL_SEN1693_REAL03,사거리 다음 차내리다
4352,NIA_SL_SEN0184_REAL03,실수하다
4353,NIA_SL_SEN0276_REAL03,병원 주차
4354,NIA_SL_SEN1958_REAL03,시계 찾다 실종
4355,NIA_SL_SEN1429_REAL03,이화여대 가다 목적 무엇 방법
4357,NIA_SL_SEN0176_REAL03,여기 있다
4358,NIA_SL_SEN1167_REAL03,공항 버스 곳 전 보다 도착 차내리다
4359,NIA_SL_SEN0222_REAL03,사거리 전 차내리다
4360,NIA_SL_SEN1480_REAL03,지하철 곳 다음 여기
4362,NIA_SL_SEN0561_REAL03,우회전 맞다
4363,NIA_SL_SEN0873_REAL03,서울농아인협회
4364,NIA_SL_SEN0972_REAL03,에어컨 끄다
4365,NIA_SL_SEN1339_REAL03,3 목적 길 무엇
4367,NIA_SL_SEN1966_REAL03,반지 찾다 실종
4368,NIA_SL_SEN1444_REAL03,종로 곳 가다 방법
4369,NIA_SL_SEN1628_REAL03,터널 다음 도착 차내리다
4370,NIA_SL_SEN1753_REAL03,경찰 저기 곳 다음 내리다
4372,NIA_SL_SEN1577_REAL03,언덕 저기 곳 다음 도착 내리다
4373,NIA_SL_SEN0947_REAL03,서대문농아인복지관 차내리다
4374,NIA_SL_SEN0635_REAL03,명동 차내리다
4375,NIA_SL_SEN1968_REAL03,반지 잃어버리다 실종
4377,NIA_SL_SEN1362_REAL03,서울대학교 길 찾다 방법
4378,NIA_SL_SEN0883_REAL03,서대문농아인복지관
4379,NIA_SL_SEN1727_REAL03,보건소 곳 다음 도착 내리다
4380,NIA_SL_SEN1634_REAL03,지하철 곳 다음 차내리다
4382,NIA_SL_SEN0835_REAL03,시청 차내리다
4383,NIA_SL_SEN1784_REAL03,가방 실종 잃어버리다
4384,NIA_SL_SEN1612_REAL03,신호등 다음 내리다
4385,NIA_SL_SEN1884_REAL03,아이 실종 잃어버리다
4387,NIA_SL_SEN0408_REAL03,역무원 부르다 나
4388,NIA_SL_SEN0275_REAL03,지하철 단말기터치 안되다
4389,NIA_SL_SEN0965_REAL03,천안아산역 내리다
4390,NIA_SL_SEN1772_REAL03,맞다
4392,NIA_SL_SEN1151_REAL03,카드 사용 불가능 안되다
4393,NIA_SL_SEN1466_REAL03,터널 다음 도착 내리다
4394,NIA_SL_SEN0566_REAL03,유턴 맞다
4395,NIA_SL_SEN0747_REAL03,기차 곳 차내리다 맞다
4397,NIA_SL_SEN0027_REAL03,위험
4398,NIA_SL_SEN0352_REAL03,시간 지연되다 몇분
4399,NIA_SL_SEN1919_REAL03,차밀리다 심하다
4400,NIA_SL_SEN1450_REAL03,종로 곳 가다 무엇 방법
4402,NIA_SL_SEN0398_REAL03,도착 곳 알려주다
4403,NIA_SL_SEN1615_REAL03,신호등 다음 곳
4404,NIA_SL_SEN1338_REAL03,3 곳 길 무엇
4405,NIA_SL_SEN0479_REAL03,카드 교환하다
4407,NIA_SL_SEN0968_REAL03,에어컨 끄다
4408,NIA_SL_SEN1611_REAL03,신호등 다음 내리다
4409,NIA_SL_SEN0020_REAL03,나
4410,NIA_SL_SEN0600_REAL03,손바닥찍다 가다
4412,NIA_SL_SEN0143_REAL03,버스 곳 가깝다
4413,NIA_SL_SEN1230_REAL03,택시 전 저기 내리다
4414,NIA_SL_SEN1836_REAL03,우회전 맞다
4415,NIA_SL_SEN0942_REAL03,서울농아인협회 가다
4417,NIA_SL_SEN0683_REAL03,샛길 저기 가다
4418,NIA_SL_SEN0945_REAL03,서대문농아인복지관 내리다
4419,NIA_SL_SEN0901_REAL03,에어컨
4420,NIA_SL_SEN0517_REAL03,학교 저기
4422,NIA_SL_SEN1504_REAL03,샛길 다음 차내리다
4423,NIA_SL_SEN1308_REAL03,우산 없다 잃어버리다
4424,NIA_SL_SEN0314_REAL03,은행 번호 필요
4425,NIA_SL_SEN1170_REAL03,공항 버스 전 곳 보다 도착 내리다
4427,NIA_SL_SEN1811_REAL03,지갑 실종
4428,NIA_SL_SEN0886_REAL03,서대문농아인복지관 차내리다
4429,NIA_SL_SEN0404_REAL03,내리다 곳 알려주다
4430,NIA_SL_SEN0779_REAL03,시청 차내리다 오케이
4432,NIA_SL_SEN0705_REAL03,학교 안 도착
4433,NIA_SL_SEN1757_REAL03,경찰 저기 곳 다음 도착 내리다
4434,NIA_SL_SEN1984_REAL03,접근 도착 가능
4435,NIA_SL_SEN1217_REAL03,스타벅스 곳 저기 전 도착 차내리다
4437,NIA_SL_SEN1222_REAL03,스타벅스 전 곳 차내리다
4438,NIA_SL_SEN0214_REAL03,어린이집 보다 차내리다
4439,NIA_SL_SEN0996_REAL03,엘리베이터 곳 무엇
4440,NIA_SL_SEN1766_REAL03,편지 저기 곳 다음
4442,NIA_SL_SEN0921_REAL03,난방
4443,NIA_SL_SEN1665_REAL03,샛길 다음 차내리다
4444,NIA_SL_SEN1483_REAL03,군청 곳 다음 차내리다
4445,NIA_SL_SEN0985_REAL03,청음회관 내리다
4447,NIA_SL_SEN0922_REAL03,따뜻하다 켜다
4448,NIA_SL_SEN1143_REAL03,단말기터치 불량 죽다
4449,NIA_SL_SEN0313_REAL03,은행 번호 받다
4450,NIA_SL_SEN0706_REAL03,학교 안 가다
4452,NIA_SL_SEN1390_REAL03,여의도 곳 무엇
4453,NIA_SL_SEN1852_REAL03,좌회전 맞다
4454,NIA_SL_SEN0816_REAL03,버스 곳 차내리다 맞다
4455,NIA_SL_SEN0621_REAL03,지름길 내리다 가다
4457,NIA_SL_SEN1635_REAL03,지하철 곳 다음 곳
4458,NIA_SL_SEN0781_REAL03,여기 맞다
4459,NIA_SL_SEN1995_REAL03,보청기 없다 잃어버리다
4460,NIA_SL_SEN1099_REAL03,에어컨 불량 안되다
4462,NIA_SL_SEN1687_REAL03,119 곳 저기 다음 도착 내리다
4463,NIA_SL_SEN1960_REAL03,시계 잃어버리다 실종
4464,NIA_SL_SEN1159_REAL03,에어컨 불량 안되다
4465,NIA_SL_SEN1637_REAL03,지하철 곳 다음 도착 내리다
4467,NIA_SL_SEN1947_REAL03,영수증 필요
4468,NIA_SL_SEN0180_REAL03,한달 누적사용 내역 보여주다
4469,NIA_SL_SEN0995_REAL03,엘리베이터 곳
4470,NIA_SL_SEN1452_REAL03,종로 목적 가다 무엇 방법
4472,NIA_SL_SEN1062_REAL03,자판기 사용 불가능
4473,NIA_SL_SEN1868_REAL03,사진기 사라지다 실종
4474,NIA_SL_SEN0634_REAL03,명동 내리다
4475,NIA_SL_SEN1359_REAL03,서울대학교 곳 찾다 무엇
4477,NIA_SL_SEN1461_REAL03,터널 다음 내리다
4478,NIA_SL_SEN1840_REAL03,우회전 확인 맞다
4479,NIA_SL_SEN0028_REAL03,위험
4480,NIA_SL_SEN1384_REAL03,여의도 곳 방법
4482,NIA_SL_SEN0881_REAL03,서울농아인협회 내리다 오케이
4483,NIA_SL_SEN0764_REAL03,건너다 오케이
4484,NIA_SL_SEN0341_REAL03,왜
4485,NIA_SL_SEN0633_REAL03,명동 내리다
4487,NIA_SL_SEN1876_REAL03,가방 실종 잃어버리다
4488,NIA_SL_SEN1465_REAL03,터널 다음 곳
4489,NIA_SL_SEN0726_REAL03,나사렛 전 도착 차내리다
4490,NIA_SL_SEN1673_REAL03,버스 곳 다음 내리다
4492,NIA_SL_SEN0742_REAL03,기차 곳 내리다 맞다
4493,NIA_SL_SEN0012_REAL03,가다 빨리
4494,NIA_SL_SEN0609_REAL03,서울역 가다 내리다
4495,NIA_SL_SEN0058_REAL03,돈받다 끝
4497,NIA_SL_SEN0056_REAL03,지금 카드 충전 가능
4498,NIA_SL_SEN1566_REAL03,보건소 곳 다음 도착 내리다
4499,NIA_SL_SEN1255_REAL03,맥도날드 보다 곳 다음 도착 내리다
4500,NIA_SL_SEN1570_REAL03,보건소 곳 다음 여기
4502,NIA_SL_SEN0805_REAL03,기차 곳 차내리다 맞다
4503,NIA_SL_SEN0405_REAL03,가다 빨리 방법
4504,NIA_SL_SEN1373_REAL03,송파 지하철 목적 길 가다 방법
4505,NIA_SL_SEN1113_REAL03,엘리베이터 불량 사용 불가능
4507,NIA_SL_SEN1743_REAL03,은행 저기 곳 다음 내리다
4508,NIA_SL_SEN0813_REAL03,버스 곳 내리다 맞다
4509,NIA_SL_SEN0975_REAL03,따뜻하다 끄다
4510,NIA_SL_SEN1842_REAL03,좌회전 맞다
4512,NIA_SL_SEN1742_REAL03,은행 저기 곳 다음 내리다
4513,NIA_SL_SEN1701_REAL03,대로 다음 내리다
4514,NIA_SL_SEN0254_REAL03,만나다 반갑다
4515,NIA_SL_SEN0767_REAL03,건너다 내리다 오케이
4517,NIA_SL_SEN0962_REAL03,청음회관 가다
4518,NIA_SL_SEN0181_REAL03,도움받다
4519,NIA_SL_SEN1075_REAL03,공기청정기 안되다 고장
4520,NIA_SL_SEN1815_REAL03,지갑 잃어버리다 실종
4522,NIA_SL_SEN1746_REAL03,은행 저기 곳 다음
4523,NIA_SL_SEN1311_REAL03,파리바게트 다음 저기 내리다
4524,NIA_SL_SEN0491_REAL03,단말기터치 다시
4525,NIA_SL_SEN1101_REAL03,에어컨 사용 불가능 안되다
4527,NIA_SL_SEN0015_REAL03,급하다
4528,NIA_SL_SEN0702_REAL03,학교 저기 가다
4529,NIA_SL_SEN1457_REAL03,종로 찾다 가다 길 방법
4530,NIA_SL_SEN0648_REAL03,손바닥찍다 가다 내리다
4532,NIA_SL_SEN1763_REAL03,편지 저기 곳 다음 내리다
4533,NIA_SL_SEN0387_REAL03,길 안내하다 도와주다
4534,NIA_SL_SEN1606_REAL03,편지 저기 곳 다음
